region,state,lga,tier,count
South South,Rivers,Oyigbo,Tier 3,0
South West,Oyo,Oyo East,Tier 3,8
South West,Oyo,Oyo West,Tier 3,8
North Central,Kwara,Oyun,Tier 3,4
North Central,Niger,Paikoro,Tier 3,1
North Central,Plateau,Pankshin,Tier 3,1
South South,Delta,Patani,Tier 3,6
South South,Rivers,Port Harcourt,Tier 3,8
North East,Yobe,Potiskum,Tier 3,5
North Central,Plateau,Quaran Pan,Tier 3,0
North Central,Niger,Rafi,Tier 3,0
North West,Kano,Rano,Tier 3,0
South West,Ogun,Remo North,Tier 3,1
North West,Katsina,Rimi,Tier 3,0
North West,Kano,Rimin Gado,Tier 3,0
North West,Jigawa,Ringim,Tier 3,1
North Central,Plateau,Riyom,Tier 3,1
North West,Kano,Rogo,Tier 3,4
North West,Jigawa,Roni,Tier 3,0
North West,Kaduna,Sabon Gari,Tier 3,1
South South,Bayelsa,Sagbama,Tier 3,1
North West,Kebbi,Sakaba,Tier 3,5
South West,Oyo,Saki East,Tier 3,7
South West,Oyo,Saki West,Tier 3,6
North West,Katsina,Sandamu,Tier 3,4
North West,Kaduna,Sanga,Tier 3,8
South South,Delta,Sapele,Tier 3,0
North East,Taraba,Sardauna,Tier 3,0
South West,Ogun,Shagamu,Tier 3,1
North West,Sokoto,Shagari,Tier 3,1
North West,Kebbi,Shanga,Tier 3,5
North East,Borno,Shani,Tier 3,2
North West,Kano,Shanono,Tier 3,1
North East,Adamawa,Shelleng,Tier 3,1
North Central,Plateau,Shendam,Tier 3,0
North East,Bauchi,Shira,Tier 3,2
North Central,Niger,Shiroro,Tier 3,4
North East,Gombe,Shongom,Tier 3,1
North West,Sokoto,Silame,Tier 3,0
North West,Kaduna,Soba,Tier 3,0
North West,Sokoto,Sokoto North,Tier 3,0
North West,Sokoto,Sokoto South,Tier 3,7
South West,Lagos,Somolu,Tier 3,6
North East,Adamawa,Song,Tier 3,0
South South,Bayelsa,Southern Ijaw,Tier 3,0
North West,Jigawa,Sule Tankarkar,Tier 3,0
North Central,Niger,Suleja,Tier 3,3
North West,Kano,Sumaila,Tier 3,2
North West,Kebbi,Suru,Tier 3,1
South West,Oyo,Surulere,Tier 3,16
North Central,Niger,Tafa,Tier 3,4
North East,Bauchi,Tafawa Balewa,Tier 3,2
South South,Rivers,Tai,Tier 3,1
North West,Kano,Takai,Tier 3,1
North East,Taraba,Takum,Tier 3,2
North West,Zamfara,Talata-Mafara,Tier 3,1
North West,Sokoto,Tambuwal,Tier 3,2
North West,Sokoto,Tangaza,Tier 3,0
North West,Kano,Tarauni,Tier 3,0
North Central,Benue,Tarka,Tier 3,2
North East,Yobe,Tarmuwa,Tier 3,1
North West,Jigawa,Taura,Tier 3,0
North West,Kano,Tofa,Tier 3,2
North East,Bauchi,Toro,Tier 3,6
North Central,Nasarawa,Toto,Tier 3,0
North East,Adamawa,Toungo,Tier 3,6
North West,Zamfara,Tsafe,Tier 3,1
North West,Kano,Tsanyawa,Tier 3,1
North West,Kano,Tudun Wada,Tier 3,2
South East,Enugu,Udenu,Tier 3,0
South East,Enugu,Udi,Tier 3,4
South South,Delta,Udu,Tier 3,11
South South,Akwa-Ibom,Udung-Uko,Tier 3,3
South South,Delta,Ughelli North,Tier 3,4
South South,Delta,Ughelli South,Tier 3,5
South East,Abia,Ugwunagbo,Tier 3,4
South South,Edo,Uhunmwonde,Tier 3,4
South South,Akwa-Ibom,Ukanafun,Tier 3,1
North Central,Benue,Ukum,Tier 3,8
South East,Abia,Ukwa East,Tier 3,2
South East,Abia,Ukwa West,Tier 3,6
South South,Delta,Ukwuani,Tier 3,7
South East,Abia,Umu Nneochi,Tier 3,0
South East,Abia,Umuahia North,Tier 3,2
South East,Abia,Umuahia South,Tier 3,1
North West,Kano,Ungogo,Tier 3,1
South South,Akwa-Ibom,Uruan,Tier 3,1
South South,Akwa-Ibom,Urue-Offong/Oruko,Tier 3,2
North Central,Benue,Ushongo,Tier 3,3
North East,Taraba,Ussa,Tier 3,0
South South,Delta,Uvwie,Tier 3,9
South South,Akwa-Ibom,Uyo,Tier 3,7
South East,Enugu,Uzo-Uwani,Tier 3,12
North Central,Benue,Vandeikya,Tier 3,6
North West,Sokoto,Wamakko,Tier 3,1
North Central,Nasarawa,Wamba,Tier 3,1
North West,Kano,Warawa,Tier 3,1
North East,Bauchi,Warji,Tier 3,4
South South,Delta,Warri North,Tier 3,7
South South,Delta,Warri South,Tier 3,1
South South,Delta,Warri South West,Tier 3,0
North Central,Plateau,Wase,Tier 3,3
North West,Kano,Wudil,Tier 3,2
North East,Taraba,Wukari,Tier 3,6
North West,Sokoto,Wurno,Tier 3,0
North Central,Niger,Wushishi,Tier 3,0
North West,Sokoto,Yabo,Tier 3,1
North Central,Kogi,Yagba East,Tier 3,2
North Central,Kogi,Yagba West,Tier 3,0
South South,Cross-River,Yakurr,Tier 3,3
South South,Cross-River,Yala,Tier 3,1
North East,Gombe,Yamaltu/Deba,Tier 3,5
North West,Jigawa,Yankwashi,Tier 3,1
North West,Kebbi,Yauri,Tier 3,3
South South,Bayelsa,Yenagoa,Tier 3,3
South West,Ogun,Yewa North,Tier 3,0
South West,Ogun,Yewa South,Tier 3,0
North East,Adamawa,Yola North,Tier 3,4
North East,Adamawa,Yola South,Tier 3,5
North East,Taraba,Yorro,Tier 3,0
North East,Yobe,Yunusari,Tier 3,5
North East,Yobe,Yusufari,Tier 3,1
North East,Bauchi,Zaki,Tier 3,0
North West,Katsina,Zango,Tier 3,0
North West,Kaduna,Zangon Kataf,Tier 3,6
North West,Kaduna,Zaria,Tier 3,5
North East,Taraba,Zing,Tier 3,3
North West,Zamfara,Zurmi,Tier 3,3
North West,Kebbi,Zuru,Tier 3,7
North Central,Nasarawa,keana,Tier 3,4
North Central,Kogi,ogori/magongo,Tier 3,4
South East,Abia,Aba North,Tier 4,12
South East,Abia,Aba South,Tier 4,10
North Central,FCT/Abuja,Abaji,Tier 4,12
South South,Akwa-Ibom,Abak,Tier 4,1
South South,Ebonyi,Abakaliki,Tier 4,3
South West,Ogun,Abeokuta North,Tier 4,0
South West,Ogun,Abeokuta South,Tier 4,0
South South,Cross-River,Abi,Tier 4,1
South East,Imo,Aboh Mbaise,Tier 4,0
South South,Rivers,Abua-Odual,Tier 4,0
North Central,FCT/Abuja,Abuja Municipal Area Council,Tier 4,11
North Central,Kogi,Adavi,Tier 4,0
North Central,Benue,Ado,Tier 4,1
South West,Ekiti,Ado Ekiti,Tier 4,0
South West,Ogun,Ado-Odo/Ota,Tier 4,0
South West,Oyo,Afijio,Tier 4,0
South South,Ebonyi,Afikpo,Tier 4,0
North Central,Niger,Agaie,Tier 4,0
North Central,Benue,Agatu,Tier 4,1
South West,Lagos,Agege,Tier 4,9
South East,Anambra,Aguata,Tier 4,0
South East,Imo,Ahiazu Mbaise,Tier 4,1
South South,Rivers,Ahoada East,Tier 4,1
South South,Rivers,Ahoada West,Tier 4,4
South West,Osun,Aiyedaade,Tier 4,1
South West,Osun,Aiyedire,Tier 4,0
North Central,Kogi,Ajaokuta,Tier 4,4
South West,Lagos,Ajeromi-Ifelodun,Tier 4,8
North West,Kano,Ajingi,Tier 4,0
South South,Cross-River,Akamkpa,Tier 4,0
South West,Oyo,Akinyele,Tier 4,0
North East,Gombe,Akko,Tier 4,0
South West,Ondo,Akoko North-East,Tier 4,2
South West,Ondo,Akoko North-West,Tier 4,2
South West,Ondo,Akoko South-East,Tier 4,2
South West,Ondo,Akoko South-West,Tier 4,2
South South,Edo,Akoko-Edo,Tier 4,0
South South,Cross-River,Akpabuyo,Tier 4,2
South South,Rivers,Akuku Toru,Tier 4,8
South West,Ondo,Akure North,Tier 4,3
South West,Ondo,Akure South,Tier 4,0
North Central,Nasarawa,Akwanga,Tier 4,0
North West,Kano,Albasu,Tier 4,4
North West,Kebbi,Aleiro,Tier 4,0
South West,Lagos,Alimosho,Tier 4,6
North East,Bauchi,Alkaleri,Tier 4,0
South West,Lagos,Amuwo-Odofin,Tier 4,6
South East,Anambra,Anambra East,Tier 4,0
South East,Anambra,Anambra West,Tier 4,0
South East,Anambra,Anaocha,Tier 4,6
South South,Rivers,Andoni,Tier 4,0
South East,Enugu,Aninri,Tier 4,1
South South,Delta,Aniocha North,Tier 4,2
South South,Delta,Aniocha South,Tier 4,4
North Central,Kogi,Ankpa,Tier 4,1
North Central,Benue,Apa,Tier 4,3
South West,Lagos,Apapa,Tier 4,9
North East,Taraba,Ardo Kola,Tier 4,0
North West,Kebbi,Arewa,Tier 4,0
North West,Kebbi,Argungu,Tier 4,0
South East,Abia,Arochukwu,Tier 4,0
North Central,Kwara,Asa,Tier 4,1
South South,Rivers,Asari Toru,Tier 4,1
North East,Borno,Askira/Uba,Tier 4,2
South West,Osun,Atakunmosa East,Tier 4,6
South West,Osun,Atakunmosa West,Tier 4,7
South West,Oyo,Atiba,Tier 4,0
South West,Oyo,Atisbo,Tier 4,0
North West,Kebbi,Augie,Tier 4,0
North West,Jigawa,Auyo,Tier 4,1
North Central,Nasarawa,Awe,Tier 4,1
South East,Enugu,Awgu,Tier 4,4
South East,Anambra,Awka North,Tier 4,0
South East,Anambra,Awka South,Tier 4,0
South East,Anambra,Ayamelum,Tier 4,0
North West,Jigawa,Babura,Tier 4,0
South West,Lagos,Badagry,Tier 4,3
North East,Yobe,Bade,Tier 4,0
North West,Kebbi,Bagudo,Tier 4,0
North West,Kano,Bagwai,Tier 4,3
South South,Cross-River,Bakassi,Tier 4,0
North West,Katsina,Bakori,Tier 4,0
North West,Zamfara,Bakuka,Tier 4,0
North East,Gombe,Balanga,Tier 4,0
North East,Taraba,Bali,Tier 4,0
North East,Borno,Bama,Tier 4,0
North Central,Plateau,Barkin Ladi,Tier 4,2
North Central,Plateau,Bassa,Tier 4,2
North West,Katsina,Batagarawa,Tier 4,0
North East,Bauchi,Bauchi,Tier 4,0
North West,Katsina,Baure,Tier 4,0
North East,Borno,Bayo,Tier 4,0
North West,Kano,Bebeji,Tier 4,0
South South,Cross-River,Bekwarra,Tier 4,1
South East,Abia,Bende,Tier 4,1
South South,Cross-River,Biase,Tier 4,0
North West,Kano,Bichi,Tier 4,0
North Central,Niger,Bida,Tier 4,0
North East,Gombe,Billiri,Tier 4,0
North West,Katsina,Bindawa,Tier 4,0
North West,Sokoto,Binji,Tier 4,1
North West,Kebbi,Birnin Kebbi,Tier 4,1
North West,Jigawa,Birnin Kudu,Tier 4,0
North West,Zamfara,Birnin Magaji/Kiyaw,Tier 4,0
North West,Jigawa,Birniwa,Tier 4,0
North East,Borno,Biu,Tier 4,3
North West,Sokoto,Bodinga,Tier 4,0
North East,Bauchi,Bogoro,Tier 4,1
South South,Cross-River,Boki,Tier 4,0
North Central,Plateau,Bokkos,Tier 4,1
South West,Osun,Boluwaduro,Tier 4,0
South South,Delta,Bomadi,Tier 4,2
South South,Rivers,Bonny,Tier 4,7
North Central,Niger,Borgu,Tier 4,0
South West,Osun,Boripe,Tier 4,0
North Central,Niger,Bosso,Tier 4,0
South South,Bayelsa,Brass,Tier 4,0
North West,Jigawa,Buji,Tier 4,0
North West,Zamfara,Bukkuyum,Tier 4,4
North West,Zamfara,Bungudu,Tier 4,0
North West,Kano,Bunkure,Tier 4,0
North West,Kebbi,Bunza,Tier 4,0
North East,Yobe,Bursari,Tier 4,0
North Central,Benue,Buruku,Tier 4,1
South South,Delta,Burutu,Tier 4,0
North Central,FCT/Abuja,Bwari,Tier 4,4
South South,Cross-River,Calabar Municipal,Tier 4,1
South South,Cross-River,Calabar South,Tier 4,1
North Central,Niger,Chanchaga,Tier 4,5
North West,Katsina,Charanchi,Tier 4,0
North East,Borno,Chibok,Tier 4,0
North West,Kaduna,Chikun,Tier 4,2
North West,Kano,Dala,Tier 4,1
North East,Yobe,Damaturu,Tier 4,2
North East,Bauchi,Damban,Tier 4,0
North West,Kano,Dambatta,Tier 4,0
North East,Borno,Damboa,Tier 4,0
North West,Katsina,Dan Musa,Tier 4,1
North West,Kebbi,Dandi,Tier 4,0
North West,Sokoto,Dange Shuni,Tier 4,0
North West,Katsina,Danja,Tier 4,1
North West,Kebbi,Danko wasagu,Tier 4,0
North East,Bauchi,Darazo,Tier 4,1
North East,Bauchi,Dass,Tier 4,1
North West,Katsina,Daura,Tier 4,1
North West,Kano,Dawakin Kudu,Tier 4,0
North West,Kano,Dawakin Tofa,Tier 4,0
South South,Rivers,Degema,Tier 4,0
North Central,Kogi,Dekina,Tier 4,0
North East,Adamawa,Demsa,Tier 4,0
North East,Borno,Dikwa,Tier 4,0
North West,Kano,Doguwa,Tier 4,0
North Central,Nasarawa,Doma,Tier 4,0
North East,Taraba,Donga,Tier 4,0
North East,Gombe,Dukku,Tier 4,3
South East,Anambra,Dunukofia,Tier 4,0
North West,Jigawa,Dutse,Tier 4,0
North West,Katsina,Dutsi,Tier 4,0
North West,Katsina,Dutsin Ma,Tier 4,0
South South,Akwa-Ibom,Eastern Obolo,Tier 4,0
South South,Ebonyi,Ebonyi,Tier 4,1
North Central,Niger,Edati,Tier 4,0
South South,Ebonyi,Edda,Tier 4,0
South West,Osun,Ede North,Tier 4,0
South West,Osun,Ede South,Tier 4,0
South West,Ekiti,Efon,Tier 4,0
South West,Oyo,Egbeda,Tier 4,0
South West,Osun,Egbedore,Tier 4,1
South South,Edo,Egor,Tier 4,2
South East,Imo,Ehime Mbano,Tier 4,0
South West,Osun,Ejigbo,Tier 4,0
South South,Bayelsa,Ekeremor,Tier 4,0
South South,Akwa-Ibom,Eket,Tier 4,0
North Central,Kwara,Ekiti,Tier 4,9
South West,Ekiti,Ekiti East,Tier 4,0
South West,Ekiti,Ekiti South-West,Tier 4,0
South West,Ekiti,Ekiti West,Tier 4,0
South East,Anambra,Ekwusigo,Tier 4,0
South South,Rivers,Eleme,Tier 4,0
South South,Rivers,Emohua,Tier 4,1
South West,Ekiti,Emure,Tier 4,0
South East,Enugu,Enugu East,Tier 4,5
South East,Enugu,Enugu North,Tier 4,4
South East,Enugu,Enugu South,Tier 4,12
South West,Lagos,Epe,Tier 4,1
South South,Edo,Esan Central,Tier 4,1
South South,Edo,Esan North-East,Tier 4,0
South South,Edo,Esan South-East,Tier 4,0
South South,Edo,Esan West,Tier 4,0
South West,Ondo,Ese Odo,Tier 4,1
South South,Akwa-Ibom,Esit Eket,Tier 4,0
South South,Akwa-Ibom,Essien Udim,Tier 4,0
South South,Rivers,Etche,Tier 4,0
South South,Delta,Ethiope East,Tier 4,0
South South,Delta,Ethiope West,Tier 4,1
South West,Lagos,Eti-Osa,Tier 4,8
South South,Akwa-Ibom,Etim Ekpo,Tier 4,2
South South,Akwa-Ibom,Etinan,Tier 4,2
South South,Edo,Etsako Central,Tier 4,0
South South,Edo,Etsako East,Tier 4,0
South South,Edo,Etsako West,Tier 4,0
South South,Cross-River,Etung,Tier 4,3
South West,Ogun,Ewekoro,Tier 4,4
South East,Enugu,Ezeagu,Tier 4,7
South East,Imo,Ezinihitte,Tier 4,1
South South,Ebonyi,Ezza North,Tier 4,0
South South,Ebonyi,Ezza South,Tier 4,0
North West,Kano,Fagge,Tier 4,2
North West,Kebbi,Fakai,Tier 4,0
North East,Yobe,Fika,Tier 4,0
North East,Adamawa,Fufure,Tier 4,1
North East,Gombe,Funakaye,Tier 4,0
North East,Yobe,Fune,Tier 4,0
North West,Katsina,Funtua,Tier 4,0
North West,Kano,Gabasawa,Tier 4,2
North West,Sokoto,Gada,Tier 4,5
North West,Jigawa,Gagarawa,Tier 4,0
North East,Bauchi,Gamawa,Tier 4,0
North East,Bauchi,Ganjuwa,Tier 4,0
North East,Adamawa,Ganye,Tier 4,3
North West,Jigawa,Garki,Tier 4,0
North West,Kano,Garko,Tier 4,0
North West,Kano,Garun Mallam,Tier 4,0
North East,Taraba,Gashaka,Tier 4,0
North East,Taraba,Gassol,Tier 4,0
North West,Kano,Gaya,Tier 4,0
North Central,Niger,Gbako,Tier 4,0
North Central,Benue,Gboko,Tier 4,0
South West,Ekiti,Gbonyin,Tier 4,0
North East,Yobe,Geidam,Tier 4,0
North West,Kano,Gezawa,Tier 4,0
North East,Bauchi,Giade,Tier 4,0
North East,Adamawa,Girei,Tier 4,0
North West,Kaduna,Giwa,Tier 4,1
South South,Rivers,Gokana,Tier 4,0
North East,Gombe,Gombe,Tier 4,4
North East,Adamawa,Gombi,Tier 4,1
North West,Sokoto,Goronyo,Tier 4,0
North East,Borno,Gubio,Tier 4,0
North West,Sokoto,Gudu,Tier 4,1
North East,Yobe,Gujba,Tier 4,0
North East,Yobe,Gulani,Tier 4,1
North Central,Benue,Guma,Tier 4,11
North West,Jigawa,Gumel,Tier 4,0
North West,Zamfara,Gummi,Tier 4,0
North Central,Niger,Gurara,Tier 4,0
North West,Jigawa,Guri,Tier 4,1
North West,Zamfara,Gusau,Tier 4,2
North East,Adamawa,Guyuk,Tier 4,7
North West,Sokoto,Gwadabawa,Tier 4,0
North Central,FCT/Abuja,Gwagwalada,Tier 4,6
North West,Kano,Gwale,Tier 4,5
North West,Kebbi,Gwandu,Tier 4,0
North West,Jigawa,Gwaram,Tier 4,0
North West,Kano,Gwarzo,Tier 4,0
North Central,Benue,Gwer East,Tier 4,0
North Central,Benue,Gwer West,Tier 4,6
North West,Jigawa,Gwiwa,Tier 4,0
North East,Borno,Gwoza,Tier 4,0
North West,Jigawa,Hadejia,Tier 4,0
North East,Borno,Hawul,Tier 4,0
North East,Adamawa,Hong,Tier 4,2
South West,Oyo,Ibadan North,Tier 4,1
South West,Oyo,Ibadan North-East,Tier 4,0
South West,Oyo,Ibadan North-West,Tier 4,0
South West,Oyo,Ibadan South-East,Tier 4,0
South West,Oyo,Ibadan South-West,Tier 4,1
North Central,Kogi,Ibaji,Tier 4,1
South West,Oyo,Ibarapa Central,Tier 4,0
South West,Oyo,Ibarapa East,Tier 4,0
South West,Oyo,Ibarapa North,Tier 4,0
South West,Lagos,Ibeju-Lekki,Tier 4,6
South South,Akwa-Ibom,Ibeno,Tier 4,2
South South,Akwa-Ibom,Ibesikpo Asutan,Tier 4,0
North East,Taraba,Ibi,Tier 4,0
South South,Akwa-Ibom,Ibiono-Ibom,Tier 4,0
North Central,Kogi,Idah,Tier 4,0
South West,Ondo,Idanre,Tier 4,10
South East,Imo,Ideato North,Tier 4,2
South East,Imo,Ideato South,Tier 4,1
South East,Anambra,Idemili North,Tier 4,0
South East,Anambra,Idemili South,Tier 4,3
South West,Oyo,Ido,Tier 4,1
South West,Ekiti,Ido Osi,Tier 4,0
South West,Lagos,Ifako-Ijaiye,Tier 4,7
South West,Osun,Ife Central,Tier 4,0
South West,Osun,Ife East,Tier 4,0
South West,Osun,Ife North,Tier 4,1
South West,Osun,Ife South,Tier 4,3
South West,Osun,Ifedayo,Tier 4,0
South West,Ondo,Ifedore,Tier 4,2
South West,Osun,Ifelodun,Tier 4,5
South West,Ogun,Ifo,Tier 4,0
North West,Kaduna,Igabi,Tier 4,4
North Central,Kogi,Igalamela-Odolu,Tier 4,0
South East,Enugu,Igbo Etiti,Tier 4,9
South East,Enugu,Igbo Eze North,Tier 4,2
South East,Enugu,Igbo Eze South,Tier 4,12
South South,Edo,Igueben,Tier 4,0
South East,Anambra,Ihiala,Tier 4,0
South East,Imo,Ihitte/Uboma,Tier 4,0
South West,Ogun,Ijebu East,Tier 4,0
South West,Ogun,Ijebu North,Tier 4,2
South West,Ogun,Ijebu North East,Tier 4,1
South West,Ogun,Ijebu Ode,Tier 4,5
South West,Ekiti,Ijero,Tier 4,0
North Central,Kogi,Ijumu,Tier 4,2
South South,Akwa-Ibom,Ika,Tier 4,0
South South,Delta,Ika North East,Tier 4,0
South South,Delta,Ika South,Tier 4,0
North West,Kaduna,Ikara,Tier 4,0
South East,Imo,Ikeduru,Tier 4,1
South West,Lagos,Ikeja,Tier 4,6
South West,Ogun,Ikenne,Tier 4,1
South West,Ekiti,Ikere,Tier 4,1
South West,Ekiti,Ikole,Tier 4,0
South South,Cross-River,Ikom,Tier 4,0
South South,Akwa-Ibom,Ikono,Tier 4,0
South West,Lagos,Ikorodu,Tier 4,7
South South,Akwa-Ibom,Ikot Abasi (village),Tier 4,0
South South,Akwa-Ibom,Ikot Ekpene,Tier 4,4
South South,Edo,Ikpoba Okha,Tier 4,2
South South,Rivers,Ikwerre,Tier 4,0
South South,Ebonyi,Ikwo,Tier 4,0
South East,Abia,Ikwuano,Tier 4,0
South West,Osun,Ila,Tier 4,0
South West,Ondo,Ilaje,Tier 4,8
South West,Ondo,Ile-Oluji/Okeigbo,Tier 4,0
South West,Ekiti,Ilejemeje,Tier 4,0
South West,Osun,Ilesa East,Tier 4,3
South West,Osun,Ilesa West,Tier 4,3
North West,Sokoto,Illela,Tier 4,0
North Central,Kwara,Ilorin East,Tier 4,5
North Central,Kwara,Ilorin West,Tier 4,2
South West,Ogun,Imeko Afon,Tier 4,0
North West,Kebbi,Ingaski,Tier 4,7
North West,Katsina,Ingawa,Tier 4,0
South South,Akwa-Ibom,Ini,Tier 4,0
South West,Ogun,Ipokia,Tier 4,0
South West,Ondo,Irele,Tier 4,0
South West,Oyo,Irepo,Tier 4,0
South West,Osun,Irepodun,Tier 4,14
South West,Ekiti,Irepodun/Ifelodun,Tier 4,0
South West,Osun,Irewole,Tier 4,0
South West,Ekiti,Ise/Orun,Tier 4,0
South West,Oyo,Iseyin,Tier 4,1
South South,Ebonyi,Ishielu,Tier 4,0
South East,Enugu,Isi Uzo,Tier 4,2
South East,Imo,Isiala Mbano,Tier 4,0
South East,Abia,Isiala Ngwa North,Tier 4,0
South East,Abia,Isiala Ngwa South,Tier 4,5
North Central,Kwara,Isin,Tier 4,7
South West,Osun,Isokan,Tier 4,0
South South,Delta,Isoko North,Tier 4,0
South South,Delta,Isoko South,Tier 4,0
South East,Imo,Isu,Tier 4,0
South East,Abia,Isuikwuato,Tier 4,3
North East,Bauchi,Itas/Gadau,Tier 4,0
South West,Oyo,Itesiwaju,Tier 4,3
South South,Akwa-Ibom,Itu,Tier 4,1
South South,Ebonyi,Ivo,Tier 4,0
South West,Oyo,Iwajowa,Tier 4,0
South West,Osun,Iwo,Tier 4,3
South South,Ebonyi,Izzi,Tier 4,0
North West,Kaduna,Jaba,Tier 4,0
North East,Adamawa,Jada,Tier 4,5
North West,Jigawa,Jahun,Tier 4,1
North East,Yobe,Jakusko,Tier 4,2
North East,Taraba,Jalingo,Tier 4,0
North East,Bauchi,Jama'are,Tier 4,0
North West,Kebbi,Jega,Tier 4,1
North West,Kaduna,Jema'a,Tier 4,0
North East,Borno,Jere,Tier 4,0
North Central,Plateau,Jos East,Tier 4,2
North Central,Plateau,Jos North,Tier 4,0
North Central,Plateau,Jos South,Tier 4,2
North Central,Kogi,Kabba/Bunu,Tier 4,0
North West,Kano,Kabo,Tier 4,0
North West,Kaduna,Kachia,Tier 4,0
North West,Kaduna,Kaduna North,Tier 4,3
North West,Kaduna,Kaduna South,Tier 4,4
North West,Jigawa,Kafin Hausa,Tier 4,1
North West,Katsina,Kafur,Tier 4,2
North East,Borno,Kaga,Tier 4,0
North West,Kaduna,Kagarko,Tier 4,0
North West,Katsina,Kaita,Tier 4,0
South West,Oyo,Kajola,Tier 4,3
North West,Kaduna,Kajuru,Tier 4,0
North West,Kebbi,Kalgo,Tier 4,1
North East,Gombe,Kaltungo,Tier 4,2
North Central,Plateau,Kanam,Tier 4,0
North Central,Plateau,Kanke,Tier 4,0
North West,Katsina,Kankia,Tier 4,0
North West,Kano,Kano Municipal,Tier 4,1
North East,Yobe,Karasuwa,Tier 4,0
North West,Kano,Karaye,Tier 4,0
North East,Taraba,Karim Lamido,Tier 4,0
North Central,Nasarawa,Karu,Tier 4,0
North East,Bauchi,Katagum,Tier 4,0
North Central,Niger,Katcha,Tier 4,0
North West,Katsina,Katsina,Tier 4,0
North Central,Benue,Katsina-Ala,Tier 4,3
North West,Jigawa,Kaugama,Tier 4,0
North West,Kaduna,Kaura,Tier 4,0
North West,Zamfara,Kaura-Namoda,Tier 4,0
North West,Kaduna,Kauru,Tier 4,0
North West,Jigawa,Kazaure,Tier 4,1
North West,Sokoto,Kebbe,Tier 4,0
North Central,Nasarawa,Keffi,Tier 4,2
South South,Rivers,Khana,Tier 4,5
North West,Kano,Kibiya,Tier 4,0
North East,Bauchi,Kirfi,Tier 4,0
North West,Jigawa,Kiri Kasama,Tier 4,0
North West,Kano,Kiru,Tier 4,0
North West,Jigawa,Kiyawa,Tier 4,0
North West,Kebbi,Koko,Tier 4,1
North Central,Nasarawa,Kokona,Tier 4,1
South South,Bayelsa,Kolokuma/Opokuma,Tier 4,0
North East,Borno,Konduga,Tier 4,0
North Central,Benue,Konshisha,Tier 4,2
North Central,Niger,Kontagora,Tier 4,0
South West,Lagos,Kosofe,Tier 4,16
North Central,Kogi,Koton karfe,Tier 4,4
North West,Kaduna,Kubau,Tier 4,0
North West,Kaduna,Kudan,Tier 4,1
North Central,FCT/Abuja,Kuje,Tier 4,7
North West,Kano,Kumbotso,Tier 4,2
North West,Kano,Kunchi,Tier 4,1
North West,Kano,Kura,Tier 4,3
North West,Katsina,Kurfi,Tier 4,0
North East,Taraba,Kurmi,Tier 4,0
North West,Katsina,Kusada,Tier 4,0
North Central,FCT/Abuja,Kwali,Tier 4,3
North East,Gombe,Kwami,Tier 4,0
North Central,Benue,Kwande,Tier 4,0
North West,Sokoto,Kware,Tier 4,0
North East,Borno,Kwaya Kusar,Tier 4,0
North Central,Nasarawa,Lafia,Tier 4,1
South West,Oyo,Lagelu,Tier 4,0
South West,Lagos,Lagos Island,Tier 4,6
South West,Lagos,Lagos Mainland,Tier 4,7
North East,Adamawa,Lamurde,Tier 4,7
North Central,Plateau,Langtang North,Tier 4,0
North Central,Plateau,Langtang South,Tier 4,0
North Central,Niger,Lapai,Tier 4,0
North Central,Kwara,Latiagi,Tier 4,0
North East,Taraba,Lau,Tier 4,0
North Central,Niger,Lavun,Tier 4,0
North West,Kaduna,Lere,Tier 4,0
North Central,Benue,Logo,Tier 4,6
North Central,Kogi,Lokoja,Tier 4,0
North East,Yobe,Machina,Tier 4,3
North East,Adamawa,Madagali,Tier 4,0
North West,Kano,Madobi,Tier 4,0
North East,Borno,Mafa,Tier 4,3
North Central,Niger,Magama,Tier 4,0
North East,Borno,Magumeri,Tier 4,0
North West,Katsina,Mai'Adua,Tier 4,2
North East,Borno,Maiduguri,Tier 4,3
North West,Jigawa,Maigatari,Tier 4,0
North East,Adamawa,Maiha,Tier 4,0
North West,Kebbi,Maiyama,Tier 4,1
North West,Kaduna,Makarfi,Tier 4,4
North West,Kano,Makoda,Tier 4,0
North Central,Benue,Makurdi,Tier 4,0
North West,Jigawa,Malam Madori,Tier 4,2
North West,Katsina,Malumfashi,Tier 4,0
North Central,Plateau,Mangu,Tier 4,0
North West,Katsina,Mani,Tier 4,0
North West,Zamfara,Maradun,Tier 4,1
North Central,Niger,Mariga,Tier 4,0
North West,Zamfara,Maru,Tier 4,0
North Central,Niger,Mashegu,Tier 4,0
North West,Katsina,Mashi,Tier 4,3
North East,Adamawa,Mayo Belwa,Tier 4,2
South East,Imo,Mbaitoli,Tier 4,1
South South,Akwa-Ibom,Mbo,Tier 4,0
North East,Adamawa,Michika,Tier 4,0
North West,Jigawa,Miga,Tier 4,0
North Central,Plateau,Mikang,Tier 4,0
North West,Kano,Minjibir,Tier 4,3
North East,Bauchi,Misau,Tier 4,0
South South,Akwa-Ibom,Mkpat-Enin,Tier 4,6
South West,Ekiti,Moba,Tier 4,0
North Central,Niger,Mokwa,Tier 4,0
North Central,Kogi,Mopa-Muro,Tier 4,3
North Central,Kwara,Moro,Tier 4,0
North East,Adamawa,Mubi North,Tier 4,0
North East,Adamawa,Mubi South,Tier 4,0
