region,state,lga,Tier_avail_cap,Tier_all_metrics,Percentage_income_spend_on_energy,Household_income_dist,Household_income_value
South East,Enugu,Nkanu East,Tier 0,Tier 0,3,"N50,001 - N100,000",100000
South East,Anambra,Idemili North,Tier 1,Tier 4,5,"N50,001 - N100,000",98000
South East,Anambra,Idemili North,Tier 1,Tier 3,5,"N50,001 - N100,000",95000
South East,Anambra,Idemili North,Tier 1,Tier 4,5,"N50,001 - N100,000",90000
South East,Anambra,Idemili North,Tier 1,Tier 3,6,"N50,001 - N100,000",80000
South East,Enugu,Oji River,Tier 1,Tier 1,6,"N50,001 - N100,000",70000
South East,Enugu,Oji River,Tier 3,Tier 3,6,"N50,001 - N100,000",80000
South East,Enugu,Oji River,Tier 1,Tier 1,4,"N50,001 - N100,000",100000
South East,Enugu,Oji River,Tier 1,Tier 3,5,"N50,001 - N100,000",80000
South East,Imo,Okigwe,Tier 0,Tier 0,71,"N50,001 - N100,000",100000
South East,Imo,Okigwe,Tier 0,Tier 0,24,"N50,001 - N100,000",90000
South East,Imo,Okigwe,Tier 0,Tier 0,40,"N50,001 - N100,000",80000
South East,Imo,Okigwe,Tier 0,Tier 0,40,"N100,001 - N250,000",180000
South East,Imo,Okigwe,Tier 0,Tier 0,11,"N100,001 - N250,000",200000
South East,Imo,Okigwe,Tier 0,Tier 0,16,"N100,001 - N250,000",150000
South East,Imo,Orlu,Tier 1,Tier 1,84,"N0 -  N50,000",50000
South East,Imo,Okigwe,Tier 0,Tier 0,96,"N50,001 - N100,000",80000
South East,Imo,Orlu,Tier 1,Tier 1,64,"N50,001 - N100,000",100000
South East,Imo,Okigwe,Tier 0,Tier 0,18,"N100,001 - N250,000",150000
South East,Imo,Orlu,Tier 1,Tier 2,71,"N100,001 - N250,000",135000
South East,Imo,Orlu,Tier 0,Tier 0,71,"N100,001 - N250,000",155000
South East,Imo,Orlu,Tier 0,Tier 0,2,"N0 -  N50,000",50000
South East,Imo,Okigwe,Tier 0,Tier 0,34,"N100,001 - N250,000",120000
South East,Imo,Orlu,Tier 3,Tier 3,2,"N50,001 - N100,000",65000
South East,Imo,Orlu,Tier 1,Tier 1,2,"N0 -  N50,000",45000
South East,Imo,Okigwe,Tier 0,Tier 0,25,"N100,001 - N250,000",150000
South East,Imo,Orlu,Tier 1,Tier 1,3,"N0 -  N50,000",40000
South East,Imo,Orlu,Tier 2,Tier 2,4,"N0 -  N50,000",40000
South East,Imo,Orlu,Tier 1,Tier 1,64,"N0 -  N50,000",48000
South East,Imo,Ideato North,Tier 3,Tier 3,5,"N100,001 - N250,000",130000
South East,Anambra,Anambra West,Tier 1,Tier 2,4,"N50,001 - N100,000",95000
South East,Imo,Ideato North,Tier 1,Tier 3,5,"N100,001 - N250,000",120000
South East,Anambra,Anambra West,Tier 1,Tier 4,5,"N50,001 - N100,000",98000
South East,Imo,Ideato North,Tier 1,Tier 1,4,"N100,001 - N250,000",150000
South East,Imo,Ideato North,Tier 1,Tier 1,8,"N50,001 - N100,000",90000
South East,Imo,Ideato North,Tier 1,Tier 3,9,"N50,001 - N100,000",70000
South East,Anambra,Ayamelum,Tier 1,Tier 2,5,"N50,001 - N100,000",88000
South East,Imo,Ideato North,Tier 1,Tier 1,5,"N100,001 - N250,000",170000
South East,Imo,Owerri West,Tier 1,Tier 1,3,"N100,001 - N250,000",200000
South East,Ebonyi,Ivo,Tier 3,Tier 3,4,"N50,001 - N100,000",80000
South East,Imo,Owerri Municipal,Tier 3,Tier 3,4,"N100,001 - N250,000",120000
South East,Imo,Owerri Municipal,Tier 3,Tier 3,5,"N50,001 - N100,000",100000
South East,Imo,Ikeduru,Tier 3,Tier 3,3,"N50,001 - N100,000",60000
South East,Imo,Ahiazu Mbaise,Tier 1,Tier 1,2,"N100,001 - N250,000",120000
South East,Imo,Ohaji/Egbema,Tier 1,Tier 1,3,"N0 -  N50,000",40000
South East,Imo,Ideato North,Tier 1,Tier 1,5,"N100,001 - N250,000",120000
South East,Imo,Ohaji/Egbema,Tier 1,Tier 1,3,"N50,001 - N100,000",55000
South East,Imo,Ideato North,Tier 1,Tier 1,9,"N50,001 - N100,000",80000
South East,Imo,Ideato North,Tier 1,Tier 3,7,"N50,001 - N100,000",90000
South East,Imo,Ideato North,Tier 1,Tier 3,7,"N50,001 - N100,000",90000
South East,Ebonyi,Ezza North,Tier 3,Tier 4,16,"N100,001 - N250,000",130000
South East,Ebonyi,Ezza North,Tier 0,Tier 4,3,"N250,001 - N500,000",300000
South East,Ebonyi,Ezza North,Tier 3,Tier 4,8,"N100,001 - N250,000",150000
South East,Ebonyi,Ezza North,Tier 0,Tier 4,8,"N100,001 - N250,000",180000
South East,Ebonyi,Ezza North,Tier 0,Tier 0,0,"N100,001 - N250,000",160000
South East,Ebonyi,Ezza North,Tier 0,Tier 2,7,"N50,001 - N100,000",90000
South East,Ebonyi,Ezza North,Tier 1,Tier 1,14,"N50,001 - N100,000",80000
South East,Ebonyi,Ezza South,Tier 0,Tier 4,5,"N100,001 - N250,000",200000
South East,Ebonyi,Ezza North,Tier 0,Tier 0,0,"N100,001 - N250,000",120000
South East,Ebonyi,Ezza North,Tier 3,Tier 3,3,"N100,001 - N250,000",130000
South East,Ebonyi,Ezza North,Tier 0,Tier 4,2,"N100,001 - N250,000",150000
South East,Ebonyi,Ezza North,Tier 0,Tier 0,0,"N50,001 - N100,000",52000
South East,Ebonyi,Ikwo,Tier 1,Tier 1,3,"N50,001 - N100,000",80000
South East,Ebonyi,Ikwo,Tier 0,Tier 0,0,"N50,001 - N100,000",90000
South East,Ebonyi,Ikwo,Tier 0,Tier 0,0,"N100,001 - N250,000",150000
South East,Imo,Ideato South,Tier 0,Tier 4,10,"N50,001 - N100,000",70000
South East,Imo,Oru West,Tier 1,Tier 1,5,"N50,001 - N100,000",100000
South East,Imo,Oru West,Tier 1,Tier 1,5,"N100,001 - N250,000",120000
South East,Imo,Oru West,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
South East,Imo,Oru West,Tier 1,Tier 1,8,"N50,001 - N100,000",80000
South East,Imo,Oru West,Tier 3,Tier 3,8,"N50,001 - N100,000",90000
South East,Imo,Oru West,Tier 1,Tier 3,6,"N50,001 - N100,000",70000
South East,Imo,Oru West,Tier 1,Tier 1,5,"N50,001 - N100,000",60000
South East,Imo,Oru West,Tier 1,Tier 1,6,"N50,001 - N100,000",100000
South East,Imo,Oru West,Tier 1,Tier 1,4,"N50,001 - N100,000",70000
South East,Imo,Oru West,Tier 1,Tier 1,4,"N50,001 - N100,000",70000
South East,Imo,Ideato South,Tier 3,Tier 3,15,"N50,001 - N100,000",55000
South East,Imo,Ideato South,Tier 1,Tier 3,10,"N50,001 - N100,000",60000
South East,Imo,Ideato South,Tier 0,Tier 4,13,"N50,001 - N100,000",80000
South East,Imo,Ideato South,Tier 0,Tier 4,15,"N50,001 - N100,000",70000
South East,Imo,Ideato South,Tier 1,Tier 4,56,"N100,001 - N250,000",120000
South East,Imo,Ideato South,Tier 3,Tier 3,8,"N100,001 - N250,000",130000
South East,Imo,Ideato South,Tier 0,Tier 4,15,"N50,001 - N100,000",100000
South East,Imo,Orsu,Tier 3,Tier 4,3,"N250,001 - N500,000",270000
South East,Imo,Ideato South,Tier 0,Tier 4,10,"N50,001 - N100,000",80000
South East,Imo,Orsu,Tier 0,Tier 4,4,"N250,001 - N500,000",280000
South East,Imo,Ideato South,Tier 1,Tier 3,17,"N100,001 - N250,000",150000
South East,Imo,Orsu,Tier 0,Tier 4,5,"N100,001 - N250,000",200000
South East,Imo,Orsu,Tier 0,Tier 4,3,"N100,001 - N250,000",220000
South East,Imo,Orsu,Tier 3,Tier 4,3,"N100,001 - N250,000",250000
South East,Imo,Orsu,Tier 0,Tier 4,3,"N100,001 - N250,000",200000
South East,Imo,Orsu,Tier 0,Tier 4,4,"N100,001 - N250,000",200000
South East,Imo,Orsu,Tier 3,Tier 4,7,"N100,001 - N250,000",230000
South East,Imo,Orsu,Tier 1,Tier 4,2,"N250,001 - N500,000",400000
South East,Imo,Orsu,Tier 3,Tier 4,5,"N100,001 - N250,000",200000
North West,Zamfara,Zurmi,Tier 0,Tier 0,0,"N50,001 - N100,000",55000
North West,Katsina,Kaita,Tier 1,Tier 1,6,"N50,001 - N100,000",62000
North West,Zamfara,Zurmi,Tier 1,Tier 1,5,"N50,001 - N100,000",55000
North West,Zamfara,Zurmi,Tier 0,Tier 0,10,"N0 -  N50,000",30000
North West,Katsina,Kurfi,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
North West,Katsina,Dutsin Ma,Tier 0,Tier 4,2,"N50,001 - N100,000",90000
North West,Katsina,Dutsin Ma,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
North West,Jigawa,Guri,Tier 2,Tier 2,2,"N100,001 - N250,000",200000
North West,Jigawa,Kiri Kasama,Tier 1,Tier 4,2,"N250,001 - N500,000",300000
North West,Jigawa,Kiri Kasama,Tier 0,Tier 0,0,"N100,001 - N250,000",250000
North West,Jigawa,Yankwashi,Tier 3,Tier 3,2,"N100,001 - N250,000",240000
North West,Jigawa,Gwiwa,Tier 0,Tier 0,0,"N250,001 - N500,000",500000
North West,Zamfara,Bakuka,Tier 0,Tier 0,0,"N0 -  N50,000",20000
North West,Zamfara,Bakuka,Tier 2,Tier 2,8,"N50,001 - N100,000",80000
North West,Zamfara,Bakuka,Tier 0,Tier 4,6,"N50,001 - N100,000",70000
North West,Zamfara,Bakuka,Tier 0,Tier 0,0,"N0 -  N50,000",40000
North West,Zamfara,Bakuka,Tier 0,Tier 0,0,"N0 -  N50,000",30000
North West,Zamfara,Talata-Mafara,Tier 2,Tier 2,5,"N50,001 - N100,000",55000
North West,Zamfara,Talata-Mafara,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
North West,Zamfara,Talata-Mafara,Tier 0,Tier 0,0,"N0 -  N50,000",20000
North West,Sokoto,Illela,Tier 3,Tier 4,3,"N250,001 - N500,000",400000
North West,Sokoto,Illela,Tier 3,Tier 4,4,"N100,001 - N250,000",200000
North West,Sokoto,Illela,Tier 0,Tier 0,0,"N100,001 - N250,000",150000
North West,Sokoto,Illela,Tier 0,Tier 0,0,"N0 -  N50,000",25000
North West,Sokoto,Illela,Tier 0,Tier 0,0,"N0 -  N50,000",30000
North West,Sokoto,Illela,Tier 0,Tier 0,0,"N0 -  N50,000",45000
North West,Sokoto,Illela,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
North West,Kano,Makoda,Tier 1,Tier 1,3,"N0 -  N50,000",40000
North West,Jigawa,Garki,Tier 1,Tier 3,5,"N100,001 - N250,000",150000
North West,Jigawa,Maigatari,Tier 1,Tier 2,5,"N100,001 - N250,000",120000
North West,Zamfara,Gummi,Tier 1,Tier 1,6,"N50,001 - N100,000",70000
North West,Katsina,Ingawa,Tier 1,Tier 3,4,"N50,001 - N100,000",80000
North West,Katsina,Dan Musa,Tier 3,Tier 3,5,"N100,001 - N250,000",120000
North West,Zamfara,Maradun,Tier 0,Tier 0,0,"N0 -  N50,000",50000
North West,Zamfara,Maradun,Tier 1,Tier 1,10,"N50,001 - N100,000",60000
North West,Zamfara,Maradun,Tier 0,Tier 0,0,"N0 -  N50,000",45000
North West,Zamfara,Maradun,Tier 1,Tier 1,6,"N50,001 - N100,000",70000
North West,Zamfara,Bakuka,Tier 0,Tier 0,0,"N0 -  N50,000",30000
North West,Zamfara,Maradun,Tier 1,Tier 1,6,"N50,001 - N100,000",75000
North West,Zamfara,Maradun,Tier 1,Tier 1,8,"N50,001 - N100,000",60000
North West,Zamfara,Maradun,Tier 0,Tier 0,0,"N0 -  N50,000",30000
North West,Zamfara,Maradun,Tier 1,Tier 1,8,"N0 -  N50,000",40000
North West,Zamfara,Gusau,Tier 1,Tier 1,9,"N0 -  N50,000",45000
North West,Zamfara,Maru,Tier 1,Tier 1,10,"N0 -  N50,000",30000
North West,Zamfara,Zurmi,Tier 1,Tier 1,9,"N50,001 - N100,000",55000
North West,Zamfara,Gummi,Tier 1,Tier 1,5,"N50,001 - N100,000",100000
North West,Zamfara,Kaura-Namoda,Tier 1,Tier 1,4,"N50,001 - N100,000",80000
North West,Zamfara,Bakuka,Tier 0,Tier 0,0,"N100,001 - N250,000",150000
North East,Bauchi,Itas/Gadau,Tier 0,Tier 0,4,"N50,001 - N100,000",80000
North East,Bauchi,Itas/Gadau,Tier 0,Tier 0,4,"N50,001 - N100,000",80000
North East,Borno,Magumeri,Tier 1,Tier 3,6,"N50,001 - N100,000",80000
North East,Borno,Magumeri,Tier 3,Tier 3,6,"N50,001 - N100,000",70000
North East,Borno,Magumeri,Tier 1,Tier 3,15,"N0 -  N50,000",30000
North East,Borno,Magumeri,Tier 3,Tier 3,9,"N0 -  N50,000",45000
North East,Bauchi,Darazo,Tier 1,Tier 1,2,"N100,001 - N250,000",180000
North East,Borno,Biu,Tier 3,Tier 3,2,"N250,001 - N500,000",270000
North East,Borno,Biu,Tier 3,Tier 3,4,"N100,001 - N250,000",130000
North East,Borno,Dikwa,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
North East,Borno,Dikwa,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
North East,Borno,Dikwa,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
North East,Borno,Dikwa,Tier 0,Tier 0,0,"N50,001 - N100,000",100000
North East,Taraba,Takum,Tier 1,Tier 4,7,"N50,001 - N100,000",88000
North East,Taraba,Takum,Tier 0,Tier 4,11,"N0 -  N50,000",45000
North East,Taraba,Takum,Tier 1,Tier 4,11,"N100,001 - N250,000",130000
North East,Taraba,Takum,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
North East,Taraba,Ussa,Tier 0,Tier 0,0,"N0 -  N50,000",40000
North East,Taraba,Ussa,Tier 0,Tier 0,0,"N0 -  N50,000",45000
North East,Taraba,Ussa,Tier 0,Tier 0,0,"N50,001 - N100,000",55000
North East,Taraba,Ussa,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
North East,Taraba,Ussa,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
North East,Taraba,Ussa,Tier 0,Tier 0,0,"N0 -  N50,000",30000
North East,Taraba,Ussa,Tier 0,Tier 0,0,"N0 -  N50,000",40000
North East,Taraba,Ussa,Tier 0,Tier 0,0,"N0 -  N50,000",35000
North East,Borno,Damboa,Tier 0,Tier 0,0,"N50,001 - N100,000",55000
North East,Borno,Damboa,Tier 0,Tier 0,0,"N0 -  N50,000",30000
North East,Borno,Damboa,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
North East,Borno,Bama,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
North East,Borno,Bama,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
North East,Borno,Bama,Tier 0,Tier 0,0,"N100,001 - N250,000",135000
North East,Adamawa,Numan,Tier 1,Tier 1,9,"N100,001 - N250,000",130000
North East,Taraba,Takum,Tier 0,Tier 0,0,"N0 -  N50,000",30000
North East,Taraba,Takum,Tier 0,Tier 0,0,"N0 -  N50,000",40000
North East,Taraba,Takum,Tier 0,Tier 0,0,"N0 -  N50,000",45008
North East,Taraba,Takum,Tier 0,Tier 0,0,"N0 -  N50,000",40000
North East,Gombe,Balanga,Tier 0,Tier 0,0,"N100,001 - N250,000",200000
North East,Gombe,Balanga,Tier 0,Tier 0,0,"N100,001 - N250,000",250000
North East,Gombe,Balanga,Tier 0,Tier 0,0,"N250,001 - N500,000",300000
North Central,Niger,Lavun,Tier 3,Tier 3,7,"N50,001 - N100,000",90000
North Central,Niger,Lavun,Tier 1,Tier 3,7,"N50,001 - N100,000",80000
North Central,Niger,Lavun,Tier 3,Tier 3,6,"N50,001 - N100,000",70000
North Central,Niger,Gbako,Tier 0,Tier 2,5,"N50,001 - N100,000",90000
North Central,Niger,Gbako,Tier 1,Tier 2,3,"N100,001 - N250,000",120000
North Central,Niger,Gbako,Tier 3,Tier 3,4,"N100,001 - N250,000",130000
North Central,Niger,Agaie,Tier 1,Tier 1,5,"N50,001 - N100,000",80000
North Central,Niger,Agaie,Tier 2,Tier 2,6,"N50,001 - N100,000",100000
North Central,Niger,Agaie,Tier 1,Tier 1,3,"N100,001 - N250,000",140000
North Central,Niger,Edati,Tier 3,Tier 3,5,"N100,001 - N250,000",110000
North Central,Niger,Edati,Tier 1,Tier 1,4,"N100,001 - N250,000",120000
North Central,Niger,Edati,Tier 3,Tier 3,5,"N100,001 - N250,000",120000
North Central,Niger,Bida,Tier 1,Tier 1,5,"N100,001 - N250,000",150000
North Central,Niger,Bida,Tier 3,Tier 3,4,"N100,001 - N250,000",200000
North Central,Niger,Bida,Tier 1,Tier 1,5,"N100,001 - N250,000",140000
North Central,Niger,Bida,Tier 1,Tier 1,6,"N50,001 - N100,000",70000
North Central,Niger,Magama,Tier 0,Tier 3,6,"N50,001 - N100,000",90000
North Central,Niger,Magama,Tier 0,Tier 4,3,"N100,001 - N250,000",130000
North Central,Niger,Magama,Tier 0,Tier 4,4,"N100,001 - N250,000",130000
North Central,Niger,Mashegu,Tier 0,Tier 4,4,"N100,001 - N250,000",160000
North Central,Niger,Mashegu,Tier 0,Tier 4,5,"N50,001 - N100,000",80000
North Central,Niger,Mashegu,Tier 0,Tier 4,5,"N50,001 - N100,000",80000
North Central,Niger,Mokwa,Tier 0,Tier 4,4,"N100,001 - N250,000",140000
North Central,Niger,Mokwa,Tier 0,Tier 4,6,"N50,001 - N100,000",70000
North Central,Niger,Mokwa,Tier 0,Tier 4,5,"N100,001 - N250,000",130000
North Central,Niger,Mokwa,Tier 0,Tier 4,8,"N50,001 - N100,000",80000
North Central,Niger,Mokwa,Tier 0,Tier 4,8,"N50,001 - N100,000",70000
North Central,Niger,Mokwa,Tier 0,Tier 4,4,"N50,001 - N100,000",90000
North Central,Niger,Mokwa,Tier 0,Tier 4,6,"N50,001 - N100,000",70000
North Central,Niger,Shiroro,Tier 1,Tier 3,4,"N100,001 - N250,000",230000
North Central,Nasarawa,Obi,Tier 0,Tier 0,11,"N50,001 - N100,000",62000
North Central,Nasarawa,Obi,Tier 0,Tier 0,7,"N100,001 - N250,000",150000
North Central,Nasarawa,Obi,Tier 0,Tier 0,17,"N50,001 - N100,000",51000
North Central,Nasarawa,Obi,Tier 0,Tier 0,0,"N0 -  N50,000",35000
North Central,Nasarawa,Obi,Tier 0,Tier 0,0,"N50,001 - N100,000",55000
North Central,Nasarawa,Obi,Tier 0,Tier 0,0,"N0 -  N50,000",50000
North Central,Nasarawa,Obi,Tier 0,Tier 0,0,"N0 -  N50,000",15000
North Central,Niger,Shiroro,Tier 1,Tier 3,5,"N100,001 - N250,000",150000
North Central,Niger,Shiroro,Tier 1,Tier 3,5,"N50,001 - N100,000",100000
North Central,Niger,Borgu,Tier 0,Tier 4,6,"N50,001 - N100,000",100000
North Central,Niger,Borgu,Tier 0,Tier 4,3,"N250,001 - N500,000",300000
North Central,Niger,Borgu,Tier 0,Tier 4,3,"N100,001 - N250,000",120000
North Central,Niger,Borgu,Tier 0,Tier 4,5,"N50,001 - N100,000",70000
North Central,Niger,Katcha,Tier 1,Tier 3,5,"N250,001 - N500,000",320000
North Central,Niger,Katcha,Tier 1,Tier 2,2,"N250,001 - N500,000",270000
North Central,Kwara,Moro,Tier 1,Tier 1,8,"N50,001 - N100,000",90000
North Central,Kwara,Oke Ero,Tier 1,Tier 1,5,"N100,001 - N250,000",170000
North Central,Kwara,Oke Ero,Tier 3,Tier 3,6,"N100,001 - N250,000",200000
North Central,Kwara,Ilorin West,Tier 1,Tier 1,5,"N50,001 - N100,000",80000
South East,Ebonyi,Ikwo,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
South East,Ebonyi,Ikwo,Tier 1,Tier 1,3,"N50,001 - N100,000",90000
South East,Ebonyi,Ikwo,Tier 1,Tier 1,2,"N100,001 - N250,000",130000
South East,Ebonyi,Ikwo,Tier 0,Tier 4,2,"N100,001 - N250,000",200000
South East,Ebonyi,Ikwo,Tier 0,Tier 4,4,"N50,001 - N100,000",70000
South East,Ebonyi,Ikwo,Tier 0,Tier 4,2,"N100,001 - N250,000",200000
South East,Ebonyi,Ikwo,Tier 0,Tier 4,16,"N100,001 - N250,000",180000
South East,Anambra,Dunukofia,Tier 1,Tier 3,5,"N50,001 - N100,000",98000
South East,Anambra,Dunukofia,Tier 1,Tier 4,6,"N50,001 - N100,000",88000
South East,Ebonyi,Onicha,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
South East,Anambra,Dunukofia,Tier 1,Tier 4,5,"N50,001 - N100,000",75000
South East,Ebonyi,Onicha,Tier 2,Tier 2,7,"N50,001 - N100,000",60000
South East,Ebonyi,Izzi,Tier 0,Tier 0,0,"N100,001 - N250,000",110000
South East,Ebonyi,Izzi,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
South East,Ebonyi,Izzi,Tier 0,Tier 0,0,"N100,001 - N250,000",120000
South East,Ebonyi,Izzi,Tier 2,Tier 2,3,"N100,001 - N250,000",120000
South East,Ebonyi,Izzi,Tier 0,Tier 0,0,"N50,001 - N100,000",90000
South East,Ebonyi,Izzi,Tier 0,Tier 4,3,"N100,001 - N250,000",150000
South East,Ebonyi,Izzi,Tier 1,Tier 4,3,"N50,001 - N100,000",90000
South East,Ebonyi,Onicha,Tier 0,Tier 0,0,"N50,001 - N100,000",55000
South East,Anambra,Orumba North,Tier 1,Tier 3,5,"N50,001 - N100,000",95000
South East,Anambra,Anambra East,Tier 1,Tier 3,10,"N50,001 - N100,000",100000
South East,Anambra,Dunukofia,Tier 1,Tier 1,7,"N100,001 - N250,000",120000
South East,Anambra,Dunukofia,Tier 1,Tier 3,6,"N50,001 - N100,000",80000
South East,Anambra,Oyi,Tier 1,Tier 3,7,"N100,001 - N250,000",150000
South East,Anambra,Oyi,Tier 3,Tier 3,7,"N100,001 - N250,000",150000
South East,Anambra,Oyi,Tier 3,Tier 3,8,"N100,001 - N250,000",200000
South East,Imo,Nwangele,Tier 1,Tier 1,18,"N50,001 - N100,000",90000
South East,Imo,Nwangele,Tier 1,Tier 1,10,"N250,001 - N500,000",260000
South East,Imo,Nwangele,Tier 1,Tier 1,16,"N100,001 - N250,000",165000
South East,Imo,Nwangele,Tier 3,Tier 3,46,"N50,001 - N100,000",100000
South East,Imo,Nwangele,Tier 3,Tier 3,4,"N50,001 - N100,000",85000
South East,Imo,Nwangele,Tier 3,Tier 4,2,"N100,001 - N250,000",150000
South East,Imo,Nwangele,Tier 1,Tier 1,2,"N50,001 - N100,000",100000
South East,Imo,Nwangele,Tier 2,Tier 2,1,"N0 -  N50,000",35000
South East,Imo,Nwangele,Tier 1,Tier 1,3,"N0 -  N50,000",35000
South East,Imo,Nwangele,Tier 1,Tier 1,4,"N0 -  N50,000",25000
South East,Anambra,Awka South,Tier 3,Tier 4,9,"N100,001 - N250,000",120000
South East,Anambra,Awka South,Tier 3,Tier 4,7,"N100,001 - N250,000",150000
South East,Anambra,Awka South,Tier 1,Tier 3,6,"N100,001 - N250,000",170000
South East,Anambra,Anaocha,Tier 3,Tier 4,7,"N100,001 - N250,000",150000
South East,Anambra,Dunukofia,Tier 1,Tier 3,4,"N100,001 - N250,000",200000
South East,Anambra,Dunukofia,Tier 3,Tier 4,4,"N100,001 - N250,000",180000
South East,Anambra,Nnewi North,Tier 1,Tier 4,5,"N100,001 - N250,000",200000
North West,Zamfara,Maradun,Tier 0,Tier 0,0,"N0 -  N50,000",10000
North West,Katsina,Mai'Adua,Tier 1,Tier 1,3,"N50,001 - N100,000",90000
North West,Katsina,Mai'Adua,Tier 2,Tier 2,3,"N50,001 - N100,000",100000
North West,Jigawa,Kiri Kasama,Tier 3,Tier 4,3,"N250,001 - N500,000",500000
North West,Katsina,Mai'Adua,Tier 1,Tier 1,4,"N100,001 - N250,000",131000
North West,Katsina,Mai'Adua,Tier 0,Tier 0,4,"N50,001 - N100,000",80000
North West,Katsina,Mai'Adua,Tier 2,Tier 2,3,"N50,001 - N100,000",70000
North West,Katsina,Mai'Adua,Tier 3,Tier 3,3,"N100,001 - N250,000",150000
North West,Zamfara,Bakuka,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
North West,Zamfara,Bakuka,Tier 1,Tier 1,4,"N50,001 - N100,000",70000
North West,Zamfara,Bakuka,Tier 1,Tier 1,10,"N0 -  N50,000",30000
North West,Zamfara,Bakuka,Tier 1,Tier 1,6,"N50,001 - N100,000",90000
North West,Katsina,Mai'Adua,Tier 2,Tier 2,4,"N100,001 - N250,000",113000
North West,Zamfara,Talata-Mafara,Tier 0,Tier 0,0,"N0 -  N50,000",30000
North West,Zamfara,Talata-Mafara,Tier 1,Tier 1,6,"N50,001 - N100,000",100000
North West,Katsina,Mai'Adua,Tier 2,Tier 2,4,"N50,001 - N100,000",80000
North West,Katsina,Danja,Tier 1,Tier 1,7,"N50,001 - N100,000",90000
North West,Katsina,Danja,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
North West,Katsina,Danja,Tier 1,Tier 1,6,"N50,001 - N100,000",70000
North West,Katsina,Kurfi,Tier 1,Tier 1,3,"N50,001 - N100,000",90000
North West,Katsina,Danja,Tier 1,Tier 1,6,"N100,001 - N250,000",120000
North West,Zamfara,Talata-Mafara,Tier 1,Tier 1,6,"N50,001 - N100,000",70000
North West,Zamfara,Gusau,Tier 1,Tier 1,9,"N50,001 - N100,000",55000
North West,Katsina,Danja,Tier 1,Tier 1,5,"N100,001 - N250,000",150000
North West,Katsina,Danja,Tier 1,Tier 1,6,"N100,001 - N250,000",135000
North West,Katsina,Danja,Tier 1,Tier 1,5,"N100,001 - N250,000",180000
North West,Katsina,Danja,Tier 1,Tier 1,5,"N100,001 - N250,000",110000
North West,Katsina,Danja,Tier 1,Tier 1,8,"N50,001 - N100,000",80000
North West,Zamfara,Maradun,Tier 0,Tier 0,0,"N0 -  N50,000",20000
North East,Taraba,Yorro,Tier 2,Tier 2,1,"N250,001 - N500,000",500000
North East,Taraba,Yorro,Tier 0,Tier 0,0,"N100,001 - N250,000",250000
North East,Taraba,Lau,Tier 0,Tier 0,0,"N100,001 - N250,000",250000
North East,Taraba,Lau,Tier 0,Tier 0,0,"N50,001 - N100,000",100000
North East,Taraba,Donga,Tier 0,Tier 0,0,"N0 -  N50,000",45000
North East,Taraba,Kurmi,Tier 0,Tier 0,0,"N50,001 - N100,000",85000
North East,Taraba,Kurmi,Tier 0,Tier 0,0,"N0 -  N50,000",35000
North East,Taraba,Kurmi,Tier 0,Tier 0,0,"N50,001 - N100,000",88000
North East,Taraba,Kurmi,Tier 0,Tier 0,0,"N0 -  N50,000",40000
North East,Taraba,Kurmi,Tier 0,Tier 0,0,"N50,001 - N100,000",76000
North East,Taraba,Kurmi,Tier 0,Tier 0,0,"N0 -  N50,000",36000
North East,Taraba,Kurmi,Tier 0,Tier 0,0,"N0 -  N50,000",28000
North East,Taraba,Kurmi,Tier 0,Tier 0,0,"N0 -  N50,000",32000
North East,Taraba,Bali,Tier 0,Tier 0,0,"N50,001 - N100,000",66000
North East,Taraba,Bali,Tier 0,Tier 0,0,"N50,001 - N100,000",75000
North Central,Niger,Munya,Tier 1,Tier 3,3,"N100,001 - N250,000",170000
North Central,Niger,Munya,Tier 1,Tier 1,4,"N50,001 - N100,000",75000
North Central,Plateau,Bokkos,Tier 1,Tier 2,5,"N100,001 - N250,000",200000
North Central,Plateau,Bokkos,Tier 2,Tier 2,7,"N100,001 - N250,000",180000
North Central,Niger,Munya,Tier 3,Tier 3,6,"N100,001 - N250,000",120000
North Central,Plateau,Bokkos,Tier 2,Tier 2,6,"N50,001 - N100,000",80000
North Central,Plateau,Bokkos,Tier 2,Tier 2,2,"N100,001 - N250,000",150000
