region,state,lga,Tier_avail_cap,Tier_all_metrics,Percentage_income_spend_on_energy,Household_income_dist,Household_income_value
South West,Ekiti,Ekiti South-West,Tier 1,Tier 1,1,"N100,001 - N250,000",150000
South West,Ekiti,Ekiti South-West,Tier 1,Tier 1,1,"N50,001 - N100,000",100000
South West,Ekiti,Ekiti South-West,Tier 1,Tier 2,1,"N250,001 - N500,000",300000
South West,Osun,Ede North,Tier 0,Tier 0,0,"N0 -  N50,000",30000
South West,Ogun,Yewa South,Tier 0,Tier 0,1,"N100,001 - N250,000",170000
South West,Lagos,Oshodi-Isolo,Tier 3,Tier 3,5,"N250,001 - N500,000",300000
South West,Ogun,Yewa South,Tier 0,Tier 0,5,"N100,001 - N250,000",130000
South West,Osun,Orolu,Tier 2,Tier 2,195,"N0 -  N50,000",50000
South West,Ondo,Akoko North-East,Tier 1,Tier 1,2,"N0 -  N50,000",50000
South West,Ondo,Akoko North-East,Tier 1,Tier 1,4,"N0 -  N50,000",30000
South West,Ondo,Akoko North-East,Tier 1,Tier 1,3,"N0 -  N50,000",30000
South West,Ondo,Akoko North-East,Tier 1,Tier 3,14,"N50,001 - N100,000",90000
South West,Ondo,Akoko North-East,Tier 1,Tier 1,30,"N50,001 - N100,000",60000
South West,Lagos,Oshodi-Isolo,Tier 3,Tier 3,11,"N100,001 - N250,000",200000
South West,Lagos,Kosofe,Tier 2,Tier 2,2,"N100,001 - N250,000",150000
South West,Lagos,Kosofe,Tier 2,Tier 2,2,"N100,001 - N250,000",200000
South West,Lagos,Kosofe,Tier 2,Tier 2,2,"N250,001 - N500,000",300000
South West,Lagos,Kosofe,Tier 2,Tier 2,7,"N50,001 - N100,000",100000
South West,Lagos,Kosofe,Tier 1,Tier 1,35,"N100,001 - N250,000",250000
South West,Ogun,Yewa South,Tier 0,Tier 0,8,"N50,001 - N100,000",80000
South West,Lagos,Kosofe,Tier 0,Tier 3,7,"N500,001 - N1,000,000",600000
South West,Lagos,Kosofe,Tier 0,Tier 4,28,"N500,001 - N1,000,000",700000
South West,Lagos,Kosofe,Tier 0,Tier 3,7,"N500,001 - N1,000,000",1000000
South West,Lagos,Kosofe,Tier 2,Tier 2,2,"N250,001 - N500,000",500000
South West,Lagos,Kosofe,Tier 2,Tier 2,22,"N100,001 - N250,000",200000
South West,Ondo,Akoko South-East,Tier 1,Tier 1,33,"N50,001 - N100,000",70000
South West,Ondo,Akoko South-East,Tier 1,Tier 1,4,"N100,001 - N250,000",120000
South West,Ondo,Akoko South-East,Tier 1,Tier 1,22,"N100,001 - N250,000",110000
South West,Ondo,Akoko South-East,Tier 1,Tier 1,8,"N50,001 - N100,000",60000
South West,Ondo,Akoko South-East,Tier 1,Tier 1,6,"N50,001 - N100,000",80000
South West,Osun,Ede South,Tier 1,Tier 3,7,"N0 -  N50,000",30000
South West,Ogun,Yewa South,Tier 0,Tier 0,6,"N50,001 - N100,000",70000
South West,Lagos,Alimosho,Tier 1,Tier 1,2,"N250,001 - N500,000",300000
South West,Lagos,Ifako-Ijaiye,Tier 0,Tier 0,0,"N50,001 - N100,000",90000
South West,Lagos,Ifako-Ijaiye,Tier 0,Tier 0,0,"N50,001 - N100,000",85000
South West,Lagos,Ifako-Ijaiye,Tier 0,Tier 0,0,"N100,001 - N250,000",150000
South West,Lagos,Kosofe,Tier 3,Tier 3,13,"N50,001 - N100,000",100000
South West,Osun,Orolu,Tier 3,Tier 3,13,"N0 -  N50,000",40000
South West,Lagos,Oshodi-Isolo,Tier 1,Tier 1,3,"N500,001 - N1,000,000",800000
South West,Ondo,Akoko North-West,Tier 1,Tier 2,5,"N0 -  N50,000",50000
South West,Ondo,Akoko North-West,Tier 1,Tier 2,3,"N250,001 - N500,000",450000
South West,Ondo,Akoko North-West,Tier 2,Tier 2,5,"N50,001 - N100,000",100000
South West,Ondo,Akoko North-West,Tier 1,Tier 1,9,"N0 -  N50,000",30000
South West,Ondo,Akoko North-West,Tier 1,Tier 2,1,"N100,001 - N250,000",150000
South West,Ogun,Yewa South,Tier 0,Tier 0,3,"N100,001 - N250,000",150000
South West,Ogun,Yewa South,Tier 0,Tier 0,8,"N50,001 - N100,000",80000
South West,Lagos,Oshodi-Isolo,Tier 0,Tier 4,8,"N100,001 - N250,000",120000
South West,Osun,Ede South,Tier 3,Tier 3,31,"N50,001 - N100,000",70000
South West,Ogun,Yewa South,Tier 0,Tier 0,1,"N50,001 - N100,000",80000
South West,Lagos,Oshodi-Isolo,Tier 1,Tier 3,1,"N250,001 - N500,000",300000
South West,Oyo,Orelope,Tier 1,Tier 1,2,"N100,001 - N250,000",150000
South West,Lagos,Oshodi-Isolo,Tier 3,Tier 3,10,"N100,001 - N250,000",200000
South West,Ekiti,Irepodun/Ifelodun,Tier 1,Tier 1,8,"N50,001 - N100,000",60000
South West,Lagos,Alimosho,Tier 2,Tier 2,5,"N100,001 - N250,000",150000
South West,Oyo,Ogo Oluwa,Tier 1,Tier 1,41,"N100,001 - N250,000",120000
South West,Lagos,Oshodi-Isolo,Tier 0,Tier 3,6,"N50,001 - N100,000",100000
South West,Oyo,Iseyin,Tier 1,Tier 2,2,"N100,001 - N250,000",120000
South West,Lagos,Oshodi-Isolo,Tier 0,Tier 3,33,"N100,001 - N250,000",200000
South West,Ekiti,Irepodun/Ifelodun,Tier 1,Tier 3,7,"N100,001 - N250,000",120000
South West,Lagos,Ikeja,Tier 1,Tier 3,18,"N250,001 - N500,000",300000
South West,Ogun,Yewa South,Tier 0,Tier 0,2,"N100,001 - N250,000",150000
South West,Lagos,Ikeja,Tier 3,Tier 3,8,"N250,001 - N500,000",400000
South West,Lagos,Ikeja,Tier 1,Tier 3,5,"N500,001 - N1,000,000",800000
South West,Osun,Orolu,Tier 2,Tier 2,7,"N50,001 - N100,000",60000
South West,Oyo,Ogo Oluwa,Tier 1,Tier 1,29,"N100,001 - N250,000",200000
South West,Oyo,Olorunsogo,Tier 0,Tier 0,5,"N50,001 - N100,000",75000
South West,Oyo,Iseyin,Tier 3,Tier 3,1,"N100,001 - N250,000",230000
South West,Oyo,Ibadan North-East,Tier 1,Tier 1,2,"N100,001 - N250,000",150000
South West,Oyo,Orelope,Tier 1,Tier 1,2,"N100,001 - N250,000",180000
South West,Lagos,Oshodi-Isolo,Tier 1,Tier 1,50,"N50,001 - N100,000",100000
South West,Lagos,Oshodi-Isolo,Tier 1,Tier 1,62,"N250,001 - N500,000",400000
South West,Ogun,Yewa South,Tier 0,Tier 0,72,"N50,001 - N100,000",90000
South West,Osun,Orolu,Tier 1,Tier 1,11,"N50,001 - N100,000",80000
South West,Oyo,Ibadan North-East,Tier 1,Tier 1,6,"N50,001 - N100,000",80000
South West,Osun,Ede North,Tier 0,Tier 0,8,"N0 -  N50,000",40000
South West,Oyo,Iseyin,Tier 1,Tier 1,7,"N50,001 - N100,000",90000
South West,Oyo,Olorunsogo,Tier 0,Tier 0,3,"N50,001 - N100,000",80000
South West,Osun,Boripe,Tier 1,Tier 2,10,"N50,001 - N100,000",80000
South West,Osun,Boripe,Tier 1,Tier 1,8,"N50,001 - N100,000",90000
South West,Osun,Boripe,Tier 3,Tier 3,7,"N50,001 - N100,000",100000
South West,Osun,Boripe,Tier 3,Tier 3,25,"N50,001 - N100,000",100000
South West,Osun,Boripe,Tier 1,Tier 1,4,"N100,001 - N250,000",150000
South West,Osun,Boripe,Tier 0,Tier 0,4,"N0 -  N50,000",50000
South West,Osun,Boripe,Tier 1,Tier 1,4,"N100,001 - N250,000",170000
South West,Lagos,Ifako-Ijaiye,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
South West,Lagos,Ifako-Ijaiye,Tier 0,Tier 0,0,"N100,001 - N250,000",160000
South West,Lagos,Ifako-Ijaiye,Tier 0,Tier 0,0,"N100,001 - N250,000",120000
South West,Lagos,Ifako-Ijaiye,Tier 0,Tier 0,0,"N50,001 - N100,000",96000
South West,Lagos,Alimosho,Tier 1,Tier 2,3,"N50,001 - N100,000",90000
South West,Lagos,Oshodi-Isolo,Tier 0,Tier 3,24,"N100,001 - N250,000",170000
South West,Oyo,Ogo Oluwa,Tier 1,Tier 1,25,"N100,001 - N250,000",250000
South West,Oyo,Ibadan North-East,Tier 1,Tier 1,5,"N50,001 - N100,000",70000
South West,Ekiti,Irepodun/Ifelodun,Tier 1,Tier 1,8,"N50,001 - N100,000",60000
South West,Ogun,Yewa South,Tier 0,Tier 0,1,"N250,001 - N500,000",500000
South West,Lagos,Ikeja,Tier 3,Tier 3,3,"N100,001 - N250,000",150000
South West,Lagos,Ikeja,Tier 1,Tier 1,23,"N100,001 - N250,000",150000
South West,Lagos,Ikeja,Tier 1,Tier 3,23,"N50,001 - N100,000",100000
South West,Lagos,Ikeja,Tier 0,Tier 3,31,"N100,001 - N250,000",200000
South West,Lagos,Ikeja,Tier 3,Tier 3,10,"N100,001 - N250,000",250000
South West,Lagos,Ikeja,Tier 0,Tier 3,50,"N50,001 - N100,000",100000
South West,Oyo,Olorunsogo,Tier 0,Tier 0,6,"N100,001 - N250,000",120000
South West,Oyo,Iseyin,Tier 2,Tier 2,4,"N0 -  N50,000",45000
South West,Ekiti,Irepodun/Ifelodun,Tier 1,Tier 3,10,"N100,001 - N250,000",150000
South West,Lagos,Oshodi-Isolo,Tier 1,Tier 3,15,"N100,001 - N250,000",120000
South West,Oyo,Ido,Tier 1,Tier 1,10,"N50,001 - N100,000",60000
South West,Oyo,Ibadan North-East,Tier 1,Tier 1,3,"N100,001 - N250,000",170000
South West,Oyo,Olorunsogo,Tier 0,Tier 0,3,"N100,001 - N250,000",180000
South West,Oyo,Orelope,Tier 1,Tier 1,3,"N50,001 - N100,000",80000
South West,Oyo,Iseyin,Tier 1,Tier 1,3,"N0 -  N50,000",40000
South West,Ogun,Yewa South,Tier 0,Tier 0,80,"N50,001 - N100,000",80000
South West,Osun,Ede North,Tier 0,Tier 0,4,"N0 -  N50,000",50000
South West,Oyo,Ido,Tier 0,Tier 0,11,"N50,001 - N100,000",70000
South West,Oyo,Ido,Tier 1,Tier 1,2,"N100,001 - N250,000",200000
South West,Ogun,Yewa North,Tier 0,Tier 0,9,"N50,001 - N100,000",70000
South West,Oyo,Ido,Tier 0,Tier 0,9,"N50,001 - N100,000",70000
South West,Oyo,Ido,Tier 1,Tier 1,5,"N100,001 - N250,000",120000
South West,Oyo,Ido,Tier 1,Tier 1,24,"N100,001 - N250,000",150000
South West,Oyo,Ido,Tier 0,Tier 0,16,"N100,001 - N250,000",200000
South West,Oyo,Ido,Tier 1,Tier 1,9,"N50,001 - N100,000",100000
South West,Oyo,Ido,Tier 0,Tier 0,9,"N50,001 - N100,000",90000
South West,Oyo,Ido,Tier 1,Tier 1,12,"N100,001 - N250,000",180000
South West,Oyo,Iseyin,Tier 1,Tier 1,6,"N50,001 - N100,000",72000
South West,Ogun,Yewa North,Tier 0,Tier 0,5,"N100,001 - N250,000",120000
South West,Osun,Orolu,Tier 2,Tier 2,29,"N50,001 - N100,000",60000
South West,Oyo,Olorunsogo,Tier 0,Tier 0,5,"N50,001 - N100,000",70000
South West,Lagos,Oshodi-Isolo,Tier 0,Tier 3,5,"N250,001 - N500,000",400000
South West,Ogun,Yewa South,Tier 0,Tier 0,25,"N100,001 - N250,000",200000
South West,Ogun,Yewa North,Tier 0,Tier 0,26,"N100,001 - N250,000",150000
South West,Oyo,Ogo Oluwa,Tier 1,Tier 1,5,"N50,001 - N100,000",100000
South West,Oyo,Olorunsogo,Tier 0,Tier 0,18,"N250,001 - N500,000",300000
South West,Osun,Ede South,Tier 0,Tier 0,10,"N0 -  N50,000",50000
South West,Ogun,Yewa South,Tier 0,Tier 0,1,"N100,001 - N250,000",120000
South West,Osun,Orolu,Tier 1,Tier 1,12,"N50,001 - N100,000",70000
South West,Ondo,Akoko South-West,Tier 1,Tier 1,2,"N100,001 - N250,000",120000
South West,Ondo,Akoko South-West,Tier 1,Tier 1,4,"N50,001 - N100,000",100000
South West,Ondo,Akoko South-West,Tier 1,Tier 1,2,"N50,001 - N100,000",60000
South West,Ondo,Akoko South-West,Tier 1,Tier 1,26,"N100,001 - N250,000",150000
South West,Ondo,Akoko South-West,Tier 1,Tier 1,4,"N0 -  N50,000",20000
South West,Ogun,Yewa North,Tier 0,Tier 0,9,"N50,001 - N100,000",80000
South West,Oyo,Iseyin,Tier 0,Tier 0,4,"N100,001 - N250,000",110000
South West,Lagos,Ikeja,Tier 3,Tier 3,10,"N500,001 - N1,000,000",600000
South West,Lagos,Ikeja,Tier 3,Tier 3,2,"N250,001 - N500,000",350000
South West,Ogun,Yewa North,Tier 0,Tier 0,7,"N50,001 - N100,000",60000
South West,Oyo,Ogo Oluwa,Tier 1,Tier 1,88,"N100,001 - N250,000",150000
South West,Ogun,Yewa South,Tier 0,Tier 0,2,"N100,001 - N250,000",120000
South West,Oyo,Iseyin,Tier 0,Tier 0,1,"N0 -  N50,000",35000
South West,Oyo,Orelope,Tier 1,Tier 1,24,"N100,001 - N250,000",200000
South West,Osun,Orolu,Tier 1,Tier 1,35,"N100,001 - N250,000",200000
South West,Ogun,Yewa North,Tier 0,Tier 0,9,"N50,001 - N100,000",82000
South West,Ogun,Yewa North,Tier 0,Tier 0,7,"N50,001 - N100,000",70000
South West,Oyo,Ibadan North-East,Tier 1,Tier 1,18,"N100,001 - N250,000",200000
South West,Oyo,Iseyin,Tier 0,Tier 0,3,"N0 -  N50,000",40000
South West,Oyo,Ibadan North-East,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
South West,Oyo,Ibadan North-East,Tier 1,Tier 1,5,"N50,001 - N100,000",75000
South West,Oyo,Ibadan North-East,Tier 1,Tier 1,4,"N50,001 - N100,000",80000
South West,Oyo,Ogo Oluwa,Tier 1,Tier 3,3,"N100,001 - N250,000",200000
South West,Oyo,Oluyole,Tier 0,Tier 0,2,"N100,001 - N250,000",250000
South West,Oyo,Orelope,Tier 1,Tier 1,3,"N100,001 - N250,000",120000
South West,Oyo,Oluyole,Tier 0,Tier 0,3,"N100,001 - N250,000",200000
South West,Oyo,Olorunsogo,Tier 0,Tier 0,5,"N0 -  N50,000",20000
South West,Oyo,Olorunsogo,Tier 0,Tier 0,0,"N0 -  N50,000",15000
South West,Oyo,Olorunsogo,Tier 0,Tier 0,5,"N0 -  N50,000",40000
South West,Oyo,Ibadan North-East,Tier 0,Tier 0,4,"N50,001 - N100,000",60000
South West,Oyo,Iseyin,Tier 0,Tier 0,6,"N50,001 - N100,000",80000
South West,Lagos,Ikeja,Tier 0,Tier 2,30,"N50,001 - N100,000",100000
South West,Oyo,Oluyole,Tier 0,Tier 0,7,"N50,001 - N100,000",70000
South West,Ekiti,Ijero,Tier 1,Tier 1,2,"N50,001 - N100,000",65000
South West,Ogun,Yewa North,Tier 0,Tier 0,8,"N50,001 - N100,000",80000
South West,Oyo,Ogo Oluwa,Tier 0,Tier 0,12,"N100,001 - N250,000",200000
South West,Oyo,Orelope,Tier 1,Tier 1,16,"N100,001 - N250,000",200000
South West,Ogun,Yewa North,Tier 0,Tier 0,7,"N50,001 - N100,000",80000
South West,Ondo,Ile-Oluji/Okeigbo,Tier 0,Tier 0,2,"N0 -  N50,000",50000
South West,Ondo,Ile-Oluji/Okeigbo,Tier 0,Tier 0,2,"N0 -  N50,000",50000
South West,Ondo,Ile-Oluji/Okeigbo,Tier 0,Tier 0,4,"N100,001 - N250,000",130000
South West,Ondo,Ile-Oluji/Okeigbo,Tier 0,Tier 0,1,"N100,001 - N250,000",150000
South West,Oyo,Ogo Oluwa,Tier 1,Tier 1,4,"N50,001 - N100,000",100000
South West,Ekiti,Ijero,Tier 0,Tier 0,0,"N100,001 - N250,000",250000
South West,Ekiti,Ijero,Tier 0,Tier 0,0,"N100,001 - N250,000",200000
South West,Ekiti,Ijero,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
South West,Ekiti,Ijero,Tier 1,Tier 3,2,"N100,001 - N250,000",200000
South West,Ekiti,Ijero,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
South West,Oyo,Orelope,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
South West,Ogun,Yewa North,Tier 0,Tier 0,8,"N50,001 - N100,000",80000
South West,Lagos,Agege,Tier 1,Tier 1,2,"N250,001 - N500,000",300000
South West,Oyo,Orelope,Tier 1,Tier 1,3,"N100,001 - N250,000",120000
South West,Oyo,Ogo Oluwa,Tier 1,Tier 1,32,"N100,001 - N250,000",150000
South West,Oyo,Orelope,Tier 1,Tier 1,2,"N100,001 - N250,000",180000
South West,Oyo,Saki East,Tier 0,Tier 0,1,"N50,001 - N100,000",80000
South West,Oyo,Saki East,Tier 0,Tier 0,21,"N250,001 - N500,000",280000
South West,Oyo,Ibarapa Central,Tier 1,Tier 1,3,"N100,001 - N250,000",160000
South West,Oyo,Saki East,Tier 0,Tier 0,3,"N50,001 - N100,000",60000
South West,Oyo,Saki East,Tier 1,Tier 1,3,"N50,001 - N100,000",70000
South West,Oyo,Saki East,Tier 0,Tier 0,4,"N0 -  N50,000",25000
South West,Lagos,Ikeja,Tier 0,Tier 3,61,"N100,001 - N250,000",150000
South West,Lagos,Ikeja,Tier 1,Tier 1,46,"N100,001 - N250,000",120000
South West,Lagos,Ikeja,Tier 1,Tier 1,18,"N250,001 - N500,000",270000
South West,Lagos,Ikeja,Tier 0,Tier 0,35,"N50,001 - N100,000",100000
South West,Ogun,Yewa North,Tier 0,Tier 0,123,"N50,001 - N100,000",80000
South West,Ogun,Yewa North,Tier 0,Tier 0,68,"N100,001 - N250,000",120000
South West,Lagos,Agege,Tier 1,Tier 1,3,"N50,001 - N100,000",100000
South West,Ogun,Yewa North,Tier 0,Tier 0,7,"N50,001 - N100,000",100000
South West,Lagos,Agege,Tier 1,Tier 1,4,"N50,001 - N100,000",100000
South West,Lagos,Alimosho,Tier 3,Tier 3,2,"N250,001 - N500,000",400000
South West,Lagos,Alimosho,Tier 0,Tier 2,2,"N100,001 - N250,000",200000
South West,Lagos,Alimosho,Tier 0,Tier 4,5,"N250,001 - N500,000",500000
South West,Lagos,Ikeja,Tier 0,Tier 3,12,"N50,001 - N100,000",100000
South West,Lagos,Ikeja,Tier 0,Tier 2,2,"N100,001 - N250,000",250000
South West,Lagos,Ikeja,Tier 0,Tier 3,7,"N100,001 - N250,000",180000
South West,Lagos,Ikeja,Tier 0,Tier 3,1,"N500,001 - N1,000,000",800000
South West,Oyo,Orire,Tier 0,Tier 0,4,"N50,001 - N100,000",80000
South West,Oyo,Orire,Tier 0,Tier 0,28,"N100,001 - N250,000",200000
South West,Oyo,Orire,Tier 0,Tier 0,4,"N50,001 - N100,000",100000
South West,Oyo,Orire,Tier 0,Tier 0,34,"N100,001 - N250,000",200000
South West,Lagos,Agege,Tier 1,Tier 1,3,"N100,001 - N250,000",110000
South West,Oyo,Orire,Tier 1,Tier 1,47,"N100,001 - N250,000",150000
South West,Lagos,Agege,Tier 1,Tier 1,11,"N100,001 - N250,000",200000
South West,Oyo,Orire,Tier 0,Tier 0,24,"N100,001 - N250,000",200000
South West,Lagos,Agege,Tier 1,Tier 1,14,"N50,001 - N100,000",80000
South South,Cross-River,Calabar South,Tier 3,Tier 3,11,"N100,001 - N250,000",135000
South South,Akwa-Ibom,Itu,Tier 0,Tier 3,25,"N50,001 - N100,000",60000
South South,Akwa-Ibom,Itu,Tier 0,Tier 3,19,"N50,001 - N100,000",80000
South South,Delta,Ughelli North,Tier 3,Tier 3,47,"N100,001 - N250,000",200000
South South,Edo,Ikpoba Okha,Tier 3,Tier 3,47,"N250,001 - N500,000",300000
South South,Bayelsa,Sagbama,Tier 0,Tier 0,0,"N50,001 - N100,000",100000
South South,Edo,Uhunmwonde,Tier 3,Tier 3,3,"N100,001 - N250,000",180000
South South,Edo,Ikpoba Okha,Tier 1,Tier 2,2,"N250,001 - N500,000",300000
South South,Edo,Ikpoba Okha,Tier 3,Tier 3,71,"N100,001 - N250,000",200000
South South,Bayelsa,Sagbama,Tier 0,Tier 0,78,"N250,001 - N500,000",300000
South South,Delta,Ughelli North,Tier 1,Tier 1,29,"N50,001 - N100,000",80000
South South,Edo,Ikpoba Okha,Tier 3,Tier 3,35,"N500,001 - N1,000,000",650000
South South,Edo,Ikpoba Okha,Tier 1,Tier 3,105,"N100,001 - N250,000",150000
South South,Edo,Uhunmwonde,Tier 3,Tier 3,11,"N250,001 - N500,000",360000
South South,Rivers,Eleme,Tier 1,Tier 3,6,"N250,001 - N500,000",400000
South South,Delta,Ughelli North,Tier 1,Tier 1,98,"N0 -  N50,000",50000
South South,Bayelsa,Sagbama,Tier 0,Tier 0,0,"N100,001 - N250,000",120000
South South,Rivers,Ogba-Egbema-Ndoni,Tier 0,Tier 2,0,"N50,001 - N100,000",70000
South South,Edo,Ovia North-East,Tier 1,Tier 3,3,"N100,001 - N250,000",180000
South South,Bayelsa,Sagbama,Tier 0,Tier 0,327,"N0 -  N50,000",35000
South South,Bayelsa,Ogbia,Tier 0,Tier 0,92,"N50,001 - N100,000",100000
South South,Edo,Uhunmwonde,Tier 3,Tier 3,12,"N500,001 - N1,000,000",620000
South South,Edo,Ikpoba Okha,Tier 3,Tier 3,2,"N250,001 - N500,000",400000
South South,Bayelsa,Ekeremor,Tier 1,Tier 1,8,"N0 -  N50,000",30000
South South,Edo,Ikpoba Okha,Tier 3,Tier 3,52,"N250,001 - N500,000",450000
South South,Rivers,Ogba-Egbema-Ndoni,Tier 0,Tier 2,0,"N50,001 - N100,000",90000
South South,Delta,Ughelli North,Tier 3,Tier 3,21,"N0 -  N50,000",50000
South South,Rivers,Emohua,Tier 0,Tier 0,1,"N100,001 - N250,000",200000
South South,Rivers,Emohua,Tier 0,Tier 0,2,"N50,001 - N100,000",100000
South South,Edo,Ikpoba Okha,Tier 1,Tier 1,11,"N100,001 - N250,000",200000
South South,Rivers,Ahoada West,Tier 3,Tier 3,1,"N100,001 - N250,000",200000
South South,Bayelsa,Sagbama,Tier 0,Tier 0,12,"N250,001 - N500,000",300000
South South,Bayelsa,Ekeremor,Tier 0,Tier 0,5,"N50,001 - N100,000",65000
South South,Rivers,Ogba-Egbema-Ndoni,Tier 0,Tier 2,0,"N100,001 - N250,000",120000
South South,Rivers,Emohua,Tier 0,Tier 0,1,"N100,001 - N250,000",150000
South South,Rivers,Emohua,Tier 0,Tier 0,1,"N100,001 - N250,000",120000
South South,Bayelsa,Ekeremor,Tier 1,Tier 1,20,"N100,001 - N250,000",250000
South South,Delta,Uvwie,Tier 1,Tier 3,4,"N0 -  N50,000",50000
South South,Bayelsa,Sagbama,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
South South,Bayelsa,Sagbama,Tier 0,Tier 0,243,"N50,001 - N100,000",60000
South South,Bayelsa,Sagbama,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
South South,Akwa-Ibom,Itu,Tier 0,Tier 3,10,"N0 -  N50,000",50000
South South,Edo,Ovia North-East,Tier 1,Tier 3,4,"N100,001 - N250,000",150000
South South,Rivers,Ogba-Egbema-Ndoni,Tier 0,Tier 3,0,"N100,001 - N250,000",180000
South South,Delta,Uvwie,Tier 1,Tier 3,18,"N50,001 - N100,000",60000
South South,Edo,Uhunmwonde,Tier 3,Tier 3,16,"N250,001 - N500,000",255000
South South,Bayelsa,Ekeremor,Tier 0,Tier 0,4,"N50,001 - N100,000",70000
South South,Edo,Ovia North-East,Tier 1,Tier 3,20,"N50,001 - N100,000",55000
South South,Edo,Ovia North-East,Tier 1,Tier 3,5,"N100,001 - N250,000",200000
South South,Bayelsa,Ekeremor,Tier 0,Tier 0,92,"N100,001 - N250,000",150000
South South,Rivers,Ahoada West,Tier 1,Tier 3,11,"N50,001 - N100,000",100000
South South,Bayelsa,Ekeremor,Tier 0,Tier 0,0,"N100,001 - N250,000",150000
South South,Rivers,Abua-Odual,Tier 1,Tier 1,0,"N100,001 - N250,000",250000
South South,Delta,Isoko North,Tier 0,Tier 0,8,"N50,001 - N100,000",51000
South South,Rivers,Ogba-Egbema-Ndoni,Tier 0,Tier 2,0,"N50,001 - N100,000",75000
South South,Edo,Ovia North-East,Tier 1,Tier 4,45,"N100,001 - N250,000",250000
South South,Delta,Uvwie,Tier 1,Tier 2,187,"N0 -  N50,000",50000
South South,Delta,Isoko North,Tier 0,Tier 0,3,"N100,001 - N250,000",120000
South South,Rivers,Emohua,Tier 0,Tier 0,1,"N100,001 - N250,000",150000
South South,Rivers,Emohua,Tier 0,Tier 0,1,"N100,001 - N250,000",200000
South South,Bayelsa,Ekeremor,Tier 1,Tier 1,37,"N250,001 - N500,000",350000
South South,Delta,Uvwie,Tier 1,Tier 2,10,"N0 -  N50,000",30000
South South,Edo,Ovia North-East,Tier 1,Tier 3,2,"N50,001 - N100,000",100000
South South,Delta,Isoko North,Tier 1,Tier 1,8,"N50,001 - N100,000",51000
South South,Akwa-Ibom,Itu,Tier 0,Tier 3,10,"N0 -  N50,000",45000
South South,Rivers,Ogba-Egbema-Ndoni,Tier 0,Tier 3,0,"N100,001 - N250,000",125000
South South,Cross-River,Calabar South,Tier 0,Tier 0,0,"N0 -  N50,000",20000
South South,Delta,Isoko North,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
South South,Delta,Isoko North,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
South South,Delta,Isoko North,Tier 1,Tier 1,3,"N100,001 - N250,000",140000
South South,Rivers,Obio-Akpor,Tier 1,Tier 1,11,"N100,001 - N250,000",250000
South South,Rivers,Ahoada West,Tier 1,Tier 3,1,"N250,001 - N500,000",300000
South South,Bayelsa,Ekeremor,Tier 0,Tier 0,3,"N0 -  N50,000",35000
South South,Rivers,Abua-Odual,Tier 1,Tier 1,1,"N50,001 - N100,000",100000
South South,Rivers,Ahoada East,Tier 1,Tier 1,7,"N250,001 - N500,000",350000
South South,Rivers,Omuma,Tier 1,Tier 1,2,"N50,001 - N100,000",90000
South South,Rivers,Ahoada West,Tier 1,Tier 1,0,"N250,001 - N500,000",350000
South South,Bayelsa,Ekeremor,Tier 0,Tier 0,64,"N250,001 - N500,000",400000
South South,Rivers,Omuma,Tier 1,Tier 1,4,"N250,001 - N500,000",280000
South South,Rivers,Ahoada West,Tier 3,Tier 3,0,"N250,001 - N500,000",300000
South South,Rivers,Abua-Odual,Tier 0,Tier 0,1,"N50,001 - N100,000",100000
South South,Rivers,Ahoada East,Tier 1,Tier 1,28,"N100,001 - N250,000",150000
South South,Rivers,Ahoada East,Tier 0,Tier 0,9,"N100,001 - N250,000",170000
South South,Rivers,Ahoada East,Tier 1,Tier 1,4,"N50,001 - N100,000",100000
South South,Rivers,Abua-Odual,Tier 1,Tier 1,1,"N50,001 - N100,000",70000
South South,Rivers,Abua-Odual,Tier 1,Tier 1,1,"N100,001 - N250,000",150000
South South,Rivers,Omuma,Tier 1,Tier 1,0,"N100,001 - N250,000",230000
South South,Rivers,Omuma,Tier 1,Tier 1,2,"N100,001 - N250,000",250000
South South,Rivers,Omuma,Tier 1,Tier 1,2,"N100,001 - N250,000",180000
South South,Rivers,Omuma,Tier 1,Tier 1,1,"N100,001 - N250,000",150000
South South,Rivers,Abua-Odual,Tier 1,Tier 1,1,"N50,001 - N100,000",75000
South South,Cross-River,Calabar Municipal,Tier 1,Tier 2,3,"N100,001 - N250,000",250000
South South,Cross-River,Calabar Municipal,Tier 0,Tier 0,0,"N50,001 - N100,000",55000
South South,Cross-River,Calabar Municipal,Tier 1,Tier 3,263,"N50,001 - N100,000",70000
South South,Cross-River,Calabar Municipal,Tier 2,Tier 2,5,"N50,001 - N100,000",80000
South South,Cross-River,Calabar Municipal,Tier 3,Tier 3,5,"N100,001 - N250,000",120000
South South,Cross-River,Calabar Municipal,Tier 1,Tier 3,56,"N50,001 - N100,000",100000
